7.545532500000000000e+07,2.880288000000000000e+06,9.896200000000000000e+04,1.622500000000000000e+04,3.378900000000000000e+04,4.872200000000000000e+04,5.600000000000000000e+02,2.404700000000000000e+04,4.595600000000000000e+04,1.481560000000000000e+05,2.138650000000000000e+05,1.896720000000000000e+05,1.333700000000000000e+04,7.672090000000000000e+05,1.709700000000000000e+04,3.184200000000000000e+04,4.980000000000000000e+02,6.270000000000000000e+03,6.807600000000000000e+04,6.288358000000000000e+06
4.782620000000000000e+05,1.006222000000000000e+07,6.864300000000000000e+04,4.672500000000000000e+04,1.761920000000000000e+05,2.194240000000000000e+05,5.000000000000000000e+01,4.846000000000000000e+03,2.565300000000000000e+04,1.737420000000000000e+05,1.137000000000000000e+04,1.301910000000000000e+05,7.768000000000000000e+03,8.875700000000000000e+04,3.735000000000000000e+03,8.873000000000000000e+03,8.000000000000000000e+01,1.866000000000000000e+03,9.341600000000000000e+04,8.011420000000000000e+05
2.425200000000000000e+04,2.014850000000000000e+05,4.370399500000000000e+07,3.559590000000000000e+05,6.487020000000000000e+05,1.289157000000000000e+06,1.238970000000000000e+05,3.481860000000000000e+05,1.419586000000000000e+06,1.678100000000000000e+04,5.031410000000000000e+05,4.027970000000000000e+05,3.531300000000000000e+04,2.003750000000000000e+05,8.613300000000000000e+04,8.910600000000000000e+04,7.347000000000000000e+03,1.521000000000000000e+03,1.282170000000000000e+05,6.578720000000000000e+05
5.576000000000000000e+03,7.960600000000000000e+04,1.304570000000000000e+05,9.183390000000000000e+05,2.614510000000000000e+05,4.222500000000000000e+04,1.600000000000000000e+01,3.964000000000000000e+03,3.816500000000000000e+04,1.316700000000000000e+04,6.100000000000000000e+02,2.347100000000000000e+04,1.779000000000000000e+03,1.648900000000000000e+04,1.054000000000000000e+03,3.747000000000000000e+03,1.340000000000000000e+02,1.600000000000000000e+01,1.127300000000000000e+04,1.297540000000000000e+05
2.010000000000000000e+03,2.278100000000000000e+04,2.474910000000000000e+05,8.706000000000000000e+04,1.128088000000000000e+06,6.636600000000000000e+04,7.360000000000000000e+02,3.546700000000000000e+04,4.893500000000000000e+04,9.288000000000000000e+03,1.660000000000000000e+02,4.414800000000000000e+04,1.001000000000000000e+03,1.569500000000000000e+04,9.867000000000000000e+03,1.851800000000000000e+04,3.805000000000000000e+03,6.100000000000000000e+01,2.603400000000000000e+04,1.147460000000000000e+05
5.300000000000000000e+02,3.844100000000000000e+04,4.031430000000000000e+05,1.034500000000000000e+04,1.172860000000000000e+05,2.258017000000000000e+06,3.212900000000000000e+04,5.031700000000000000e+04,2.271020000000000000e+05,1.929100000000000000e+04,1.905400000000000000e+04,7.755100000000000000e+04,4.310000000000000000e+03,2.794200000000000000e+04,1.964000000000000000e+03,7.277000000000000000e+03,1.810000000000000000e+02,3.360000000000000000e+02,4.662400000000000000e+04,5.048100000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,5.408500000000000000e+04,0.000000000000000000e+00,4.780000000000000000e+02,3.216800000000000000e+04,2.821050000000000000e+05,1.317700000000000000e+04,6.088900000000000000e+04,0.000000000000000000e+00,3.748000000000000000e+03,2.408000000000000000e+03,2.880000000000000000e+02,5.510000000000000000e+02,1.590000000000000000e+02,5.600000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.407000000000000000e+03
9.290000000000000000e+02,1.884000000000000000e+03,1.515900000000000000e+05,1.995000000000000000e+03,1.260300000000000000e+04,5.397200000000000000e+04,1.171100000000000000e+04,1.117399000000000000e+06,6.163100000000000000e+04,1.730000000000000000e+03,3.007000000000000000e+03,3.403800000000000000e+04,1.748000000000000000e+03,6.727000000000000000e+03,1.605000000000000000e+03,6.279000000000000000e+03,4.530000000000000000e+02,1.020000000000000000e+02,3.368000000000000000e+03,5.167200000000000000e+04
1.082700000000000000e+04,6.555000000000000000e+04,1.071130000000000000e+06,1.688450000000000000e+05,4.228720000000000000e+05,7.095560000000000000e+05,9.812700000000000000e+04,1.463430000000000000e+05,3.526583800000000000e+07,6.671590000000000000e+05,2.475420000000000000e+05,1.343230000000000000e+05,2.516100000000000000e+04,1.272440000000000000e+05,1.444600000000000000e+04,5.040400000000000000e+04,7.290000000000000000e+02,1.923000000000000000e+03,6.688400000000000000e+04,4.060330000000000000e+05
2.388100000000000000e+04,2.486460000000000000e+05,1.156100000000000000e+04,1.028300000000000000e+04,6.190100000000000000e+04,3.110700000000000000e+04,2.000000000000000000e+00,1.908000000000000000e+03,1.028090000000000000e+05,1.159731000000000000e+06,1.190000000000000000e+02,4.871000000000000000e+03,1.447000000000000000e+03,3.872200000000000000e+04,3.250000000000000000e+02,3.673000000000000000e+03,1.500000000000000000e+01,1.140000000000000000e+02,1.654800000000000000e+04,1.904890000000000000e+05
2.419000000000000000e+03,5.690000000000000000e+03,9.363830000000000000e+05,4.000000000000000000e+00,5.828000000000000000e+03,4.869600000000000000e+04,8.005000000000000000e+03,1.002000000000000000e+04,9.154300000000000000e+04,7.000000000000000000e+00,6.293033000000000000e+06,1.320000000000000000e+02,1.800000000000000000e+01,1.750000000000000000e+02,9.650000000000000000e+02,7.300000000000000000e+02,2.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.721850000000000000e+05
