5.862641400000000000e+07,7.737727000000000000e+06,6.190380000000000000e+05,4.136900000000000000e+04,2.391010000000000000e+05,5.096070000000000000e+05,5.000000000000000000e+00,4.520400000000000000e+04,4.578670000000000000e+05,4.859830000000000000e+05,1.938048000000000000e+06,4.344490000000000000e+05,2.854000000000000000e+04,3.224298000000000000e+06,8.182500000000000000e+04,7.510100000000000000e+04,3.900000000000000000e+01,6.027200000000000000e+04,2.871310000000000000e+05,1.145623600000000000e+07
2.904781000000000000e+06,4.777464000000000000e+06,7.169920000000000000e+05,4.416400000000000000e+04,3.776760000000000000e+05,3.323960000000000000e+05,1.300000000000000000e+01,2.788400000000000000e+04,2.253730000000000000e+05,1.103040000000000000e+05,3.079340000000000000e+05,2.355790000000000000e+05,1.432700000000000000e+04,1.084631000000000000e+06,3.745000000000000000e+04,4.484500000000000000e+04,0.000000000000000000e+00,2.323500000000000000e+04,2.097290000000000000e+05,9.281780000000000000e+05
1.395660000000000000e+05,7.941250000000000000e+05,2.714326600000000000e+07,3.296680000000000000e+05,6.412080000000000000e+05,9.735030000000000000e+05,4.180500000000000000e+04,2.623970000000000000e+05,3.635052000000000000e+06,5.045500000000000000e+04,1.025814000000000000e+07,5.484470000000000000e+05,5.163600000000000000e+04,1.501940000000000000e+06,3.161670000000000000e+05,2.864020000000000000e+05,1.290000000000000000e+03,2.376800000000000000e+04,2.076420000000000000e+05,3.037345000000000000e+06
1.235940000000000000e+05,2.360440000000000000e+05,3.594610000000000000e+05,2.775040000000000000e+05,1.265700000000000000e+05,4.095700000000000000e+04,2.000000000000000000e+00,2.850000000000000000e+03,1.061950000000000000e+05,1.990600000000000000e+04,8.331500000000000000e+04,2.193200000000000000e+04,1.158000000000000000e+03,1.604700000000000000e+05,3.251000000000000000e+03,4.298000000000000000e+03,0.000000000000000000e+00,7.740000000000000000e+02,2.516100000000000000e+04,8.785100000000000000e+04
1.168140000000000000e+05,2.009820000000000000e+05,4.835200000000000000e+05,2.459900000000000000e+04,2.640180000000000000e+05,6.987000000000000000e+04,0.000000000000000000e+00,6.221000000000000000e+03,1.293620000000000000e+05,1.740500000000000000e+04,1.802500000000000000e+05,8.510000000000000000e+04,1.924000000000000000e+03,1.746520000000000000e+05,1.570700000000000000e+04,3.877000000000000000e+03,0.000000000000000000e+00,1.076000000000000000e+03,3.343800000000000000e+04,7.344800000000000000e+04
1.392300000000000000e+05,2.175090000000000000e+05,8.667720000000000000e+05,2.209800000000000000e+04,1.172240000000000000e+05,5.085550000000000000e+05,6.573000000000000000e+03,2.950900000000000000e+04,2.897420000000000000e+05,1.834000000000000000e+04,6.475520000000000000e+05,7.320900000000000000e+04,6.450000000000000000e+03,2.046800000000000000e+05,2.004200000000000000e+04,2.562500000000000000e+04,0.000000000000000000e+00,3.873000000000000000e+03,3.280900000000000000e+04,1.625290000000000000e+05
7.850000000000000000e+02,5.020000000000000000e+02,1.449110000000000000e+05,1.648000000000000000e+03,3.649000000000000000e+03,2.221800000000000000e+04,2.361500000000000000e+04,7.059000000000000000e+03,6.917400000000000000e+04,1.370000000000000000e+02,1.373890000000000000e+05,3.577000000000000000e+03,1.097000000000000000e+03,8.447000000000000000e+03,2.097000000000000000e+03,2.819000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01,5.410000000000000000e+02,2.227800000000000000e+04
2.625400000000000000e+04,4.539200000000000000e+04,4.919580000000000000e+05,5.965000000000000000e+03,1.784400000000000000e+04,6.622800000000000000e+04,1.429000000000000000e+03,1.838860000000000000e+05,1.246610000000000000e+05,6.285000000000000000e+03,2.940100000000000000e+05,4.203900000000000000e+04,1.372000000000000000e+03,4.260400000000000000e+04,3.864000000000000000e+03,1.731200000000000000e+04,0.000000000000000000e+00,1.620000000000000000e+02,6.902000000000000000e+03,1.462760000000000000e+05
5.592760000000000000e+05,5.266240000000000000e+05,8.008972000000000000e+06,2.152150000000000000e+05,3.360730000000000000e+05,7.338690000000000000e+05,3.162900000000000000e+04,1.578630000000000000e+05,1.179498700000000000e+07,1.951420000000000000e+05,1.301637200000000000e+07,2.318050000000000000e+05,3.665000000000000000e+04,1.005659000000000000e+06,1.204190000000000000e+05,2.302800000000000000e+05,0.000000000000000000e+00,1.424000000000000000e+04,8.259900000000000000e+04,2.403262000000000000e+06
4.673140000000000000e+05,3.196570000000000000e+05,9.945000000000000000e+04,1.572300000000000000e+04,4.790200000000000000e+04,4.600000000000000000e+04,1.100000000000000000e+01,2.274000000000000000e+03,1.546250000000000000e+05,2.489470000000000000e+05,6.932000000000000000e+04,1.195700000000000000e+04,1.529000000000000000e+03,2.049670000000000000e+05,1.362300000000000000e+04,5.992000000000000000e+03,0.000000000000000000e+00,9.260000000000000000e+02,2.006500000000000000e+04,1.778700000000000000e+05
